customer_id,signup_date,tenure_months,age,region,plan_tier,monthly_fee_cad,num_products,avg_monthly_balance_cad,balance_trend,monthly_txn_count,app_logins_monthly,days_since_last_login,support_contacts_6mo,has_external_bank_link,referral_source,churned
CUST00244,2021-09-15,33,35,Other,Premium,19.99,2,691.99,stable,31,25,3,1,0,Social Media,0
CUST00245,2023-07-07,11,22,Other,Premium,19.99,3,1915.94,declining,40,25,25,1,1,App Store,0
CUST00246,2021-08-16,34,30,Ontario,Free,0.0,1,866.56,growing,7,10,16,0,1,Friend Referral,1
CUST00247,2019-11-25,55,37,Ontario,Free,0.0,2,1057.63,stable,10,6,8,2,1,Social Media,0
CUST00248,2020-01-24,53,39,Alberta,Standard,9.99,1,1317.51,declining,21,11,29,0,1,Social Media,1
CUST00249,2023-10-05,8,33,Ontario,Free,0.0,2,497.99,stable,5,4,2,1,1,Paid Ad,0
CUST00250,2022-04-13,26,28,British Columbia,Free,0.0,2,41.43,growing,9,3,28,1,1,App Store,0
CUST00251,2023-08-06,10,19,Other,Standard,9.99,2,2249.03,declining,16,13,0,1,0,Social Media,0
CUST00252,2024-02-02,4,25,Quebec,Standard,9.99,2,2006.49,stable,20,16,20,2,0,Paid Ad,1
CUST00253,2022-07-12,23,27,Ontario,Premium,19.99,2,9113.55,declining,29,29,12,1,1,App Store,0
CUST00254,2020-06-22,48,26,Quebec,Free,0.0,1,199.72,growing,5,7,17,1,0,Organic,0
CUST00255,2019-06-28,60,31,Ontario,Free,0.0,2,275.43,stable,6,1,7,1,1,Organic,0
CUST00256,2021-08-16,34,28,Alberta,Free,0.0,1,423.89,declining,9,4,29,0,1,Friend Referral,0
CUST00257,2023-06-07,12,32,Ontario,Premium,19.99,2,2248.87,stable,24,25,5,1,0,Social Media,0
CUST00258,2024-03-03,3,39,British Columbia,Standard,9.99,1,582.23,growing,13,10,4,1,1,App Store,0
CUST00259,2022-02-12,28,28,Quebec,Premium,19.99,4,13211.59,growing,36,21,5,1,1,App Store,0
CUST00260,2018-10-01,69,21,Ontario,Premium,19.99,3,1833.63,growing,27,30,22,0,0,Social Media,0
CUST00261,2023-06-07,12,26,Ontario,Standard,9.99,1,4952.16,stable,18,11,10,2,1,App Store,0
CUST00262,2024-01-03,5,35,Ontario,Standard,9.99,2,6346.03,stable,17,10,11,1,0,Friend Referral,0
CUST00263,2022-03-14,27,35,British Columbia,Free,0.0,1,53.92,growing,2,5,26,1,1,Social Media,1
CUST00264,2022-01-13,29,33,Alberta,Standard,9.99,3,9286.62,growing,22,15,26,1,1,App Store,0
CUST00265,2021-01-18,41,40,Ontario,Standard,9.99,1,2297.82,stable,20,12,2,2,1,Friend Referral,0
CUST00266,2024-05-02,1,29,Ontario,Standard,9.99,3,2062.98,stable,21,8,11,1,0,Friend Referral,0
CUST00267,2021-11-14,31,45,Quebec,Premium,19.99,4,4604.65,stable,30,24,2,0,0,Organic,0
CUST00268,2023-10-05,8,36,Ontario,Premium,19.99,3,4254.78,stable,40,20,30,1,1,Friend Referral,0
CUST00269,2023-02-07,16,18,British Columbia,Standard,9.99,1,314.46,declining,27,11,27,1,1,Social Media,1
CUST00270,2023-02-07,16,43,Ontario,Standard,9.99,2,3632.07,growing,16,7,28,1,1,Social Media,0
CUST00271,2021-09-15,33,25,British Columbia,Standard,9.99,1,31.37,stable,25,11,18,0,1,Social Media,0
CUST00272,2019-11-25,55,23,Ontario,Free,0.0,2,281.49,stable,7,7,9,0,1,Friend Referral,0
CUST00273,2018-10-01,69,34,Ontario,Free,0.0,2,314.84,growing,8,3,7,0,0,Organic,0
CUST00274,2020-10-20,44,18,Quebec,Standard,9.99,1,448.2,stable,12,8,7,0,1,Organic,0
CUST00275,2024-05-02,1,26,Ontario,Standard,9.99,1,227.6,declining,17,9,1,1,1,Organic,0
CUST00276,2023-08-06,10,41,Alberta,Free,0.0,1,391.04,growing,6,7,44,2,0,App Store,0
CUST00277,2021-07-17,35,34,Quebec,Premium,19.99,3,6006.17,growing,27,20,8,0,1,Organic,0
CUST00278,2023-01-08,17,36,Ontario,Free,0.0,1,830.41,stable,6,2,39,1,1,Friend Referral,0
CUST00279,2024-01-03,5,26,Alberta,Free,0.0,2,405.63,stable,17,9,31,3,0,Organic,1
CUST00280,2024-05-02,1,20,Ontario,Standard,9.99,2,3513.37,stable,19,9,26,0,0,Friend Referral,0
CUST00281,2019-02-28,64,35,Alberta,Free,0.0,1,351.47,stable,11,6,13,2,1,App Store,0
CUST00282,2023-05-08,13,37,British Columbia,Free,0.0,1,1090.66,declining,8,5,1,1,0,Social Media,1
CUST00283,2021-11-14,31,37,Ontario,Free,0.0,2,221.7,growing,7,3,5,2,1,Organic,0
CUST00284,2023-08-06,10,32,Other,Standard,9.99,1,679.29,growing,24,13,13,0,1,Social Media,1
CUST00285,2023-02-07,16,24,Other,Standard,9.99,3,4930.97,growing,21,14,0,0,0,Friend Referral,0
CUST00286,2022-08-11,22,48,British Columbia,Standard,9.99,1,4046.61,stable,16,10,0,0,1,Social Media,0
CUST00287,2020-02-23,52,34,British Columbia,Standard,9.99,2,924.54,stable,21,11,16,0,0,Friend Referral,1
CUST00288,2019-05-29,61,29,Alberta,Free,0.0,1,342.99,declining,6,13,32,0,0,Organic,1
CUST00289,2023-11-04,7,29,British Columbia,Premium,19.99,4,2413.34,stable,25,16,28,0,0,Social Media,0
CUST00290,2022-08-11,22,32,Ontario,Free,0.0,2,1310.06,stable,8,7,2,3,1,Friend Referral,0
CUST00291,2019-06-28,60,38,British Columbia,Premium,19.99,3,5671.61,growing,26,20,36,0,0,Organic,1
CUST00292,2023-06-07,12,32,Alberta,Standard,9.99,1,3729.71,stable,14,6,17,3,0,App Store,1
CUST00293,2020-11-19,43,37,Alberta,Premium,19.99,3,1452.71,growing,35,31,18,3,1,Paid Ad,0
CUST00294,2020-01-24,53,32,Other,Free,0.0,2,730.44,declining,5,3,5,1,1,Organic,1
CUST00295,2023-04-08,14,30,Ontario,Standard,9.99,2,1298.21,stable,24,15,18,1,0,App Store,0
CUST00296,2021-10-15,32,35,Quebec,Free,0.0,2,346.12,growing,11,8,18,0,0,Social Media,0
CUST00297,2023-11-04,7,35,Ontario,Free,0.0,1,59.45,stable,13,6,13,1,1,Friend Referral,0
CUST00298,2019-01-29,65,29,Quebec,Standard,9.99,1,1547.73,growing,22,17,6,2,1,Social Media,0
CUST00299,2022-04-13,26,25,British Columbia,Free,0.0,1,325.97,stable,10,3,24,4,1,App Store,1
CUST00300,2023-09-05,9,33,Ontario,Standard,9.99,1,912.17,growing,23,10,41,1,0,Social Media,0
CUST00301,2019-08-27,58,31,Quebec,Free,0.0,2,251.1,stable,7,4,30,1,0,App Store,0
CUST00302,2022-06-12,24,27,Ontario,Free,0.0,2,1532.27,stable,4,2,4,1,1,App Store,0
CUST00303,2023-11-04,7,25,Ontario,Standard,9.99,2,1215.28,stable,27,7,8,1,1,Organic,0
CUST00304,2022-05-13,25,33,British Columbia,Standard,9.99,2,3326.41,stable,15,12,6,2,1,Organic,0
CUST00305,2022-10-10,20,34,Quebec,Standard,9.99,2,3521.21,growing,22,14,18,2,1,App Store,0
CUST00306,2023-11-04,7,28,Ontario,Standard,9.99,2,1060.57,stable,22,11,26,1,1,Social Media,0
CUST00307,2020-05-23,49,26,Ontario,Premium,19.99,3,1215.3,stable,23,20,3,1,0,Paid Ad,1
CUST00308,2024-04-02,2,25,Ontario,Free,0.0,2,1622.37,stable,10,9,44,1,1,Paid Ad,0
CUST00309,2021-12-14,30,33,Quebec,Standard,9.99,3,2244.37,declining,21,12,16,1,0,Friend Referral,1
CUST00310,2023-01-08,17,25,Ontario,Premium,19.99,3,5950.39,growing,38,22,3,2,1,Friend Referral,0
CUST00311,2023-12-04,6,46,Alberta,Standard,9.99,1,1179.3,stable,12,16,6,1,1,Organic,0
CUST00312,2021-08-16,34,28,Alberta,Standard,9.99,1,4137.76,stable,14,11,1,0,1,App Store,0
CUST00313,2024-04-02,2,18,British Columbia,Standard,9.99,2,1239.18,stable,19,15,13,0,0,Organic,1
CUST00314,2024-05-02,1,30,Quebec,Standard,9.99,1,42.84,declining,15,13,2,0,1,Social Media,0
CUST00315,2022-02-12,28,30,British Columbia,Standard,9.99,3,516.22,growing,12,8,17,1,0,Social Media,0
CUST00316,2019-09-26,57,38,Ontario,Free,0.0,2,394.72,declining,7,0,20,0,0,Paid Ad,0
CUST00317,2020-04-23,50,33,Ontario,Free,0.0,1,17.43,growing,7,3,9,1,1,Organic,0
CUST00318,2023-09-05,9,25,British Columbia,Premium,19.99,3,2689.71,stable,26,20,1,0,1,App Store,0
CUST00319,2023-04-08,14,28,Alberta,Free,0.0,1,346.28,stable,8,3,14,2,1,Social Media,0
CUST00320,2021-09-15,33,33,Alberta,Standard,9.99,3,2340.02,growing,13,14,6,0,1,Organic,0
CUST00321,2021-09-15,33,18,Alberta,Standard,9.99,3,1267.2,declining,16,18,44,1,0,Friend Referral,0
CUST00322,2022-06-12,24,40,Other,Standard,9.99,1,1158.41,growing,15,10,10,4,0,Organic,0
CUST00323,2018-08-02,71,25,Ontario,Free,0.0,2,1173.8,declining,9,5,1,3,0,Social Media,0
CUST00324,2022-11-09,19,40,Ontario,Free,0.0,1,3405.9,stable,8,6,15,1,1,App Store,0
CUST00325,2023-07-07,11,33,British Columbia,Premium,19.99,2,1105.46,stable,34,25,22,4,1,Organic,1
CUST00326,2023-06-07,12,35,Quebec,Premium,19.99,3,6903.24,declining,35,27,2,0,1,Social Media,0
CUST00327,2020-10-20,44,39,British Columbia,Standard,9.99,1,4433.83,stable,18,14,8,2,1,Social Media,0
CUST00328,2021-12-14,30,35,Alberta,Standard,9.99,3,810.19,growing,20,15,20,1,1,Friend Referral,0
CUST00329,2023-10-05,8,35,Quebec,Standard,9.99,1,319.22,declining,22,11,0,2,0,App Store,0
CUST00330,2023-08-06,10,29,Quebec,Standard,9.99,1,203.07,growing,17,9,0,1,0,Social Media,0
CUST00331,2023-10-05,8,33,Ontario,Standard,9.99,1,27.03,stable,19,8,16,0,1,Social Media,0
CUST00332,2024-03-03,3,26,Ontario,Free,0.0,1,465.96,declining,7,7,19,1,1,Social Media,0
CUST00333,2019-03-30,63,28,British Columbia,Standard,9.99,3,415.55,stable,16,14,28,0,1,Social Media,0
CUST00334,2021-11-14,31,44,Other,Standard,9.99,3,43.77,growing,14,15,7,2,1,Friend Referral,0
CUST00335,2023-03-09,15,25,Ontario,Premium,19.99,4,1682.02,growing,29,21,7,1,1,Organic,0
CUST00336,2023-05-08,13,32,Quebec,Free,0.0,2,5.98,growing,6,6,12,2,0,App Store,0
CUST00337,2020-09-20,45,31,Other,Standard,9.99,2,179.3,stable,15,14,21,0,0,Paid Ad,0
CUST00338,2021-10-15,32,28,Ontario,Standard,9.99,2,1235.79,growing,16,14,15,1,1,App Store,1
CUST00339,2021-05-18,37,34,Ontario,Standard,9.99,2,2722.26,declining,13,11,5,1,0,Organic,0
CUST00340,2020-12-19,42,35,British Columbia,Free,0.0,2,32.62,stable,6,4,6,0,1,Friend Referral,0
CUST00341,2020-08-21,46,24,British Columbia,Standard,9.99,2,2200.37,declining,21,12,21,1,0,App Store,0
CUST00342,2023-03-09,15,31,Alberta,Standard,9.99,3,561.65,declining,16,8,11,1,1,Social Media,0
CUST00343,2019-07-28,59,23,Ontario,Free,0.0,1,307.63,declining,12,4,1,3,0,App Store,0
CUST00344,2024-05-02,1,36,British Columbia,Standard,9.99,3,1822.26,growing,20,15,2,0,0,App Store,0
CUST00345,2023-11-04,7,32,Ontario,Standard,9.99,3,476.01,stable,25,9,28,0,1,Organic,1
CUST00346,2020-02-23,52,31,British Columbia,Standard,9.99,2,3809.11,stable,15,13,100,0,0,Social Media,0
CUST00347,2022-08-11,22,35,Ontario,Premium,19.99,2,5410.52,growing,39,14,6,0,0,Organic,0
CUST00348,2023-08-06,10,29,Quebec,Free,0.0,2,689.57,stable,12,1,7,2,1,Social Media,1
CUST00349,2023-06-07,12,37,British Columbia,Free,0.0,1,1182.09,declining,9,8,2,1,1,App Store,1
CUST00350,2020-03-24,51,24,Quebec,Standard,9.99,2,2068.82,growing,17,10,4,3,0,Paid Ad,0
CUST00351,2023-09-05,9,40,British Columbia,Free,0.0,2,560.52,growing,7,2,8,2,0,Paid Ad,0
CUST00352,2023-03-09,15,27,British Columbia,Free,0.0,2,120.81,growing,6,5,5,3,1,Organic,1
CUST00353,2019-10-26,56,19,Alberta,Free,0.0,1,507.65,declining,10,7,18,2,1,Paid Ad,1
CUST00354,2024-02-02,4,28,Ontario,Free,0.0,2,352.69,declining,4,3,11,2,1,App Store,0
CUST00355,2022-01-13,29,27,Ontario,Premium,19.99,4,3849.08,growing,39,21,25,2,0,App Store,0
CUST00356,2021-12-14,30,28,British Columbia,Free,0.0,1,894.68,stable,7,6,19,4,1,Paid Ad,0
CUST00357,2019-05-29,61,32,Quebec,Standard,9.99,1,4429.64,declining,18,19,2,0,0,Social Media,0
CUST00358,2021-07-17,35,38,Ontario,Free,0.0,1,937.23,stable,4,3,1,3,0,Social Media,1
CUST00359,2023-10-05,8,29,British Columbia,Standard,9.99,2,2409.38,stable,24,14,33,0,0,Organic,0
CUST00360,2021-07-17,35,26,Ontario,Free,0.0,2,16.07,growing,7,5,25,3,0,Organic,0
CUST00361,2022-07-12,23,23,Ontario,Standard,9.99,2,363.79,stable,20,16,9,0,1,Friend Referral,0
CUST00362,2023-01-08,17,27,Ontario,Standard,9.99,1,2444.14,stable,14,12,2,3,0,Social Media,1
CUST00363,2024-02-02,4,18,Alberta,Free,0.0,1,867.67,declining,8,3,34,1,1,Social Media,1
CUST00364,2023-12-04,6,25,Alberta,Standard,9.99,2,665.21,growing,15,20,3,5,1,Organic,0
CUST00365,2020-06-22,48,39,Ontario,Free,0.0,2,603.25,growing,12,5,0,1,0,Paid Ad,1
CUST00366,2024-01-03,5,25,Ontario,Standard,9.99,2,4160.84,stable,18,10,38,1,1,Organic,0
CUST00367,2023-01-08,17,35,Ontario,Free,0.0,2,1428.88,stable,9,4,24,1,1,Social Media,0
CUST00368,2021-12-14,30,22,Ontario,Premium,19.99,4,18235.89,declining,40,11,17,0,1,Social Media,0
CUST00369,2021-11-14,31,43,Alberta,Free,0.0,2,488.27,declining,6,4,0,0,0,Organic,0
CUST00370,2024-04-02,2,43,Ontario,Standard,9.99,2,2230.18,growing,17,11,11,2,0,Friend Referral,0
CUST00371,2021-01-18,41,35,Ontario,Free,0.0,1,120.23,declining,9,4,15,0,0,Friend Referral,0
CUST00372,2023-02-07,16,44,Ontario,Free,0.0,2,535.48,growing,8,9,21,2,1,Social Media,0
CUST00373,2024-04-02,2,33,Ontario,Standard,9.99,2,954.88,stable,19,14,9,0,0,App Store,1
CUST00374,2024-04-02,2,36,British Columbia,Premium,19.99,2,3432.62,declining,30,24,45,1,1,Social Media,1
CUST00375,2023-01-08,17,39,Quebec,Free,0.0,2,820.99,growing,12,9,4,0,0,App Store,0
CUST00376,2022-02-12,28,32,Ontario,Free,0.0,2,356.93,growing,10,5,1,1,1,App Store,1
CUST00377,2021-06-17,36,20,Ontario,Free,0.0,1,1895.46,stable,9,4,6,1,1,App Store,0
CUST00378,2021-08-16,34,36,British Columbia,Free,0.0,2,165.42,stable,12,1,16,1,0,Social Media,0
CUST00379,2019-03-30,63,27,Quebec,Free,0.0,1,327.61,stable,8,6,20,1,1,Organic,1
CUST00380,2023-06-07,12,28,Ontario,Standard,9.99,2,852.5,stable,20,20,20,0,1,Social Media,0
CUST00381,2018-10-01,69,33,Ontario,Free,0.0,2,64.36,declining,15,9,1,0,1,Social Media,0
CUST00382,2021-09-15,33,34,Ontario,Free,0.0,2,277.66,declining,13,6,32,2,1,Organic,1
CUST00383,2023-06-07,12,32,British Columbia,Standard,9.99,1,908.13,declining,17,8,4,1,1,Social Media,0
CUST00384,2019-08-27,58,35,Ontario,Standard,9.99,3,639.61,stable,18,13,3,2,1,Social Media,0
CUST00385,2019-07-28,59,26,Ontario,Free,0.0,2,165.75,growing,9,9,14,2,1,Organic,0
CUST00386,2023-04-08,14,30,Ontario,Free,0.0,1,132.8,growing,5,4,3,0,0,Paid Ad,1
CUST00387,2020-11-19,43,36,British Columbia,Standard,9.99,1,2590.58,stable,16,6,10,0,0,Friend Referral,0
CUST00388,2021-08-16,34,43,Ontario,Free,0.0,1,15.63,declining,12,7,7,1,0,Organic,0
CUST00389,2022-06-12,24,45,Quebec,Standard,9.99,2,277.98,declining,26,13,3,1,0,App Store,0
CUST00390,2020-12-19,42,34,British Columbia,Free,0.0,1,714.94,growing,13,8,5,0,1,Paid Ad,0
CUST00391,2021-12-14,30,36,British Columbia,Standard,9.99,3,209.01,growing,24,14,8,0,1,Social Media,0
CUST00392,2020-11-19,43,44,British Columbia,Free,0.0,1,1340.94,growing,9,1,6,0,1,Organic,0
CUST00393,2022-01-13,29,26,Quebec,Standard,9.99,3,5359.57,growing,17,8,7,0,0,Social Media,0
CUST00394,2019-05-29,61,35,Other,Premium,19.99,2,186.87,stable,27,19,19,2,1,App Store,0
CUST00395,2023-04-08,14,36,Quebec,Standard,9.99,2,5211.24,declining,16,10,2,0,1,Organic,0
CUST00396,2023-06-07,12,41,British Columbia,Free,0.0,1,750.95,stable,6,4,14,2,1,App Store,0
CUST00397,2021-02-17,40,23,Quebec,Free,0.0,1,892.18,stable,7,2,17,1,0,Friend Referral,0
CUST00398,2019-08-27,58,24,British Columbia,Free,0.0,1,224.13,stable,7,8,24,1,0,Friend Referral,1
CUST00399,2022-04-13,26,31,Ontario,Free,0.0,1,119.99,growing,6,5,28,1,0,Social Media,1
CUST00400,2023-03-09,15,33,Ontario,Free,0.0,2,243.11,declining,7,2,2,1,1,Social Media,1
CUST00401,2023-10-05,8,38,Ontario,Standard,9.99,2,407.33,stable,16,10,2,2,0,Organic,0
CUST00402,2024-05-02,1,34,Ontario,Standard,9.99,2,479.21,growing,20,13,14,3,1,Social Media,0
CUST00403,2021-12-14,30,29,Ontario,Standard,9.99,3,632.34,stable,15,12,21,1,0,Friend Referral,1
CUST00404,2021-09-15,33,33,Ontario,Standard,9.99,1,725.52,stable,15,16,4,1,0,App Store,0
CUST00405,2023-05-08,13,33,Other,Standard,9.99,2,1445.07,growing,16,13,11,1,0,App Store,0
CUST00406,2024-03-03,3,43,Ontario,Free,0.0,1,145.98,growing,8,5,22,0,1,Organic,0
CUST00407,2019-02-28,64,32,British Columbia,Premium,19.99,2,5100.27,stable,33,19,21,0,1,Organic,0
CUST00408,2022-01-13,29,28,Alberta,Free,0.0,2,446.26,growing,12,7,15,1,1,App Store,0
CUST00409,2021-07-17,35,34,Quebec,Standard,9.99,2,6174.35,growing,14,4,1,3,0,Paid Ad,1
CUST00410,2021-08-16,34,32,British Columbia,Standard,9.99,2,5084.81,stable,25,14,0,2,0,Organic,0
CUST00411,2022-02-12,28,20,Quebec,Standard,9.99,1,111.02,stable,20,17,7,2,1,Friend Referral,1
CUST00412,2022-06-12,24,30,Ontario,Standard,9.99,2,893.58,stable,17,12,0,0,0,Social Media,0
CUST00413,2019-08-27,58,30,Ontario,Free,0.0,2,1190.9,declining,10,5,35,2,0,Social Media,1
CUST00414,2021-12-14,30,27,Alberta,Standard,9.99,3,1891.32,stable,26,11,0,1,0,Friend Referral,0
CUST00415,2024-02-02,4,38,Ontario,Standard,9.99,2,3020.04,stable,13,8,0,1,0,App Store,0
CUST00416,2023-04-08,14,25,Alberta,Standard,9.99,3,2539.04,declining,23,6,2,1,0,Social Media,0
CUST00417,2019-10-26,56,34,Ontario,Premium,19.99,2,92.18,stable,39,18,14,1,0,Friend Referral,0
CUST00418,2022-07-12,23,29,Quebec,Free,0.0,2,610.04,growing,12,4,11,1,1,Friend Referral,0
CUST00419,2021-11-14,31,31,British Columbia,Free,0.0,2,207.13,stable,10,12,16,2,1,Friend Referral,1
CUST00420,2022-05-13,25,33,Other,Free,0.0,1,58.86,stable,7,6,33,2,1,Friend Referral,0
CUST00421,2020-07-22,47,21,Ontario,Free,0.0,2,163.26,stable,11,4,9,1,0,Organic,0
CUST00422,2020-09-20,45,32,Other,Standard,9.99,1,3222.99,declining,23,14,0,1,1,Organic,0
CUST00423,2019-02-28,64,47,British Columbia,Standard,9.99,2,1758.91,stable,25,18,21,1,0,Friend Referral,0
CUST00424,2022-08-11,22,20,Quebec,Standard,9.99,1,11632.88,declining,16,10,25,0,1,Friend Referral,0
CUST00425,2022-05-13,25,30,Quebec,Premium,19.99,3,18503.56,growing,42,17,0,1,1,Organic,0
CUST00426,2022-09-10,21,38,Ontario,Premium,19.99,3,6093.83,stable,33,25,4,1,1,Social Media,0
CUST00427,2023-01-08,17,33,Quebec,Premium,19.99,2,6227.3,declining,28,30,22,2,1,App Store,1
CUST00428,2023-10-05,8,35,Ontario,Free,0.0,1,300.99,growing,9,7,7,0,0,Friend Referral,0
CUST00429,2023-08-06,10,18,Ontario,Standard,9.99,3,2498.07,growing,15,14,9,0,1,Friend Referral,1
CUST00430,2021-04-18,38,35,Alberta,Free,0.0,2,62.24,stable,3,6,25,2,1,Friend Referral,0
CUST00431,2022-10-10,20,25,Other,Free,0.0,1,102.24,declining,8,4,1,1,1,Organic,0
CUST00432,2022-04-13,26,33,British Columbia,Standard,9.99,2,2203.9,growing,23,9,16,1,1,Social Media,1
CUST00433,2018-08-02,71,30,British Columbia,Free,0.0,1,208.92,stable,3,4,3,1,0,Organic,0
CUST00434,2024-05-02,1,46,British Columbia,Free,0.0,2,1670.84,growing,8,4,0,1,0,Friend Referral,0
CUST00435,2024-01-03,5,34,Alberta,Free,0.0,2,355.88,stable,8,5,16,2,1,Friend Referral,1
CUST00436,2022-03-14,27,30,Other,Free,0.0,2,493.83,declining,9,6,1,0,0,Organic,1
CUST00437,2019-10-26,56,20,Quebec,Premium,19.99,4,4426.07,growing,22,27,20,0,0,Organic,0
CUST00438,2024-01-03,5,31,Ontario,Free,0.0,1,195.4,growing,9,3,3,1,1,Organic,1
CUST00439,2023-05-08,13,36,Ontario,Free,0.0,1,11.71,stable,7,5,0,1,0,Friend Referral,0
CUST00440,2022-10-10,20,30,Ontario,Standard,9.99,3,1571.32,stable,18,12,1,2,1,Organic,1
CUST00441,2020-11-19,43,27,Alberta,Standard,9.99,3,335.33,growing,15,16,27,1,1,Social Media,0
CUST00442,2023-12-04,6,26,Other,Premium,19.99,4,29398.74,stable,31,24,6,2,0,Friend Referral,0
CUST00443,2022-08-11,22,34,Quebec,Free,0.0,2,722.65,declining,4,7,5,0,1,Social Media,0
CUST00444,2020-10-20,44,36,Other,Standard,9.99,1,3280.64,stable,17,12,10,4,0,Social Media,1
CUST00445,2022-09-10,21,40,Ontario,Standard,9.99,2,654.97,stable,14,14,15,1,0,Paid Ad,0
CUST00446,2022-03-14,27,24,Quebec,Premium,19.99,2,5501.35,stable,45,28,0,1,0,App Store,0
CUST00447,2018-10-31,68,34,British Columbia,Standard,9.99,2,161.62,stable,21,11,34,0,1,Social Media,0
CUST00448,2023-07-07,11,30,British Columbia,Premium,19.99,3,4313.15,growing,32,16,47,3,1,Friend Referral,0
CUST00449,2022-02-12,28,30,Quebec,Free,0.0,2,165.64,stable,9,3,8,1,1,Friend Referral,1
CUST00450,2019-12-25,54,33,Ontario,Standard,9.99,1,95.32,declining,25,18,7,2,1,Paid Ad,0
CUST00451,2020-01-24,53,33,Quebec,Standard,9.99,1,8.71,growing,20,16,31,2,0,Friend Referral,0
CUST00452,2022-11-09,19,34,Quebec,Premium,19.99,4,6058.32,stable,16,23,8,0,1,Friend Referral,0
CUST00453,2024-03-03,3,23,Alberta,Free,0.0,1,549.23,growing,8,14,29,2,1,App Store,0
CUST00454,2019-02-28,64,25,Quebec,Free,0.0,2,464.87,stable,10,2,0,2,0,Organic,0
CUST00455,2023-05-08,13,41,Ontario,Free,0.0,2,45.55,stable,11,7,10,0,1,Friend Referral,0
CUST00456,2022-06-12,24,29,British Columbia,Free,0.0,2,18.6,stable,5,5,45,3,1,Social Media,0
CUST00457,2020-12-19,42,33,Ontario,Free,0.0,1,484.17,stable,6,4,4,0,1,Paid Ad,0
CUST00458,2022-12-09,18,38,Ontario,Premium,19.99,2,8476.45,growing,38,16,4,2,0,Paid Ad,0
CUST00459,2022-11-09,19,34,British Columbia,Standard,9.99,2,1114.11,declining,24,14,14,2,1,Organic,1
CUST00460,2023-07-07,11,34,Ontario,Standard,9.99,2,1617.99,stable,16,8,39,0,0,Social Media,0
CUST00461,2022-06-12,24,37,British Columbia,Standard,9.99,3,167.5,growing,11,6,3,2,1,Social Media,1
CUST00462,2023-09-05,9,18,Ontario,Standard,9.99,2,3122.88,declining,14,11,38,1,0,Organic,0
CUST00463,2024-04-02,2,27,Ontario,Free,0.0,1,135.13,growing,10,3,16,1,1,Social Media,1
CUST00464,2023-11-04,7,34,British Columbia,Free,0.0,1,493.51,stable,9,8,74,1,0,Friend Referral,1
CUST00465,2023-02-07,16,40,Ontario,Free,0.0,2,179.4,stable,6,8,20,0,1,Friend Referral,0
CUST00466,2021-08-16,34,31,Ontario,Standard,9.99,2,1098.02,stable,24,11,16,0,0,Friend Referral,0
CUST00467,2024-01-03,5,25,Ontario,Standard,9.99,3,3088.7,growing,21,9,25,2,1,Organic,0
CUST00468,2020-07-22,47,25,Ontario,Free,0.0,1,73.51,stable,7,4,2,0,1,Friend Referral,1
CUST00469,2023-05-08,13,37,Ontario,Standard,9.99,2,122.95,growing,20,12,43,2,1,Paid Ad,0
CUST00470,2021-09-15,33,29,Ontario,Premium,19.99,2,1386.91,stable,43,23,2,0,0,Social Media,0
CUST00471,2023-04-08,14,30,British Columbia,Premium,19.99,2,1394.23,stable,24,22,0,0,0,Organic,0
CUST00472,2023-11-04,7,35,Ontario,Premium,19.99,2,10497.37,stable,35,19,17,3,0,Organic,0
CUST00473,2024-04-02,2,18,Ontario,Standard,9.99,2,685.24,declining,26,11,3,2,1,Social Media,0
CUST00474,2022-07-12,23,45,Quebec,Free,0.0,1,31.77,declining,8,5,21,1,1,App Store,0
CUST00475,2023-11-04,7,25,Ontario,Standard,9.99,3,873.3,stable,22,10,23,1,1,Social Media,0
CUST00476,2019-04-29,62,32,Quebec,Free,0.0,2,4.15,stable,6,7,4,0,0,App Store,0
CUST00477,2019-10-26,56,19,Ontario,Standard,9.99,1,77.35,growing,18,15,1,3,0,App Store,0
CUST00478,2019-09-26,57,28,Other,Standard,9.99,2,317.9,declining,21,9,10,1,1,Social Media,0
CUST00479,2021-11-14,31,39,Ontario,Free,0.0,2,184.65,declining,10,7,33,1,0,Social Media,1
CUST00480,2023-10-05,8,18,Quebec,Standard,9.99,2,12727.87,growing,16,8,28,0,0,Friend Referral,0
CUST00481,2023-04-08,14,38,Ontario,Premium,19.99,3,9278.36,stable,29,22,1,1,0,App Store,1
CUST00482,2019-06-28,60,29,British Columbia,Free,0.0,2,764.71,declining,9,4,50,1,0,Organic,1
CUST00483,2022-06-12,24,34,British Columbia,Premium,19.99,3,514.06,growing,33,20,4,1,0,Paid Ad,0
CUST00484,2023-12-04,6,35,Ontario,Free,0.0,1,177.59,stable,6,7,6,1,1,Friend Referral,1
CUST00485,2022-03-14,27,34,Ontario,Standard,9.99,3,6916.4,stable,16,15,2,0,0,Social Media,0
CUST00486,2022-01-13,29,24,Other,Standard,9.99,1,1215.67,stable,16,12,7,1,1,Friend Referral,0
CUST00487,2019-05-29,61,28,Alberta,Standard,9.99,2,3538.3,growing,16,13,15,0,1,Social Media,0
CUST00488,2023-01-08,17,20,Quebec,Premium,19.99,2,2242.25,growing,31,31,10,0,1,Social Media,0
CUST00489,2019-10-26,56,34,Alberta,Premium,19.99,2,4918.29,growing,37,26,26,1,0,Friend Referral,1
